,,,,,,,,,
ID,First Name,Savings Acc,Chequing Acc,SEX,AGE,,,,
17326,Orion,7938,36181,F,32,,,,
17327,Orson,97618,125281,F,36,,,,
17328,Ottie,19668,95543,F,39,,,,
17329,Prentice,57357,4957,M,39,,,,
17330,Quincy,8006,105176,F,36,,,,
17331,Rollo,37977,10016,F,38,,,,
17332,Rose,5987,126808,M,48,,,,
17333,Rowland,83280,34137,F,29,,,,
17334,Rudolf,143463,114988,F,29,,,,
17335,Rudy,28231,84763,F,37,,,,
17336,Rush,39576,757,F,36,,,,
17337,Sampson,58037,9317,M,36,,,,
17338,Selmer,79805,25135,F,30,,,,
17339,Shade,2091,107117,F,30,,,,
17340,Sheldon,105612,100123,F,31,,,,
17341,Shepherd,75549,72209,F,32,,,,
17342,Silvester,80988,2494,F,32,,,,
17343,Simeon,49010,3325,M,33,,,,
17344,Stanford,55508,128105,F,31,,,,
17345,Talmage,50204,77036,F,34,,,,
17346,Urban,124121,69186,F,34,,,,
17347,Vernie,11560,137904,F,35,,,,
17348,Volney,81532,140350,M,39,,,,
17349,Wes,99523,79009,M,40,,,,
17350,Wilton,107499,27878,F,44,,,,
17351,Winston,117624,84473,F,45,,,,
17352,Wong,112736,145244,F,43,,,,
17353,Woodie,60840,36446,M,46,,,,
17354,Wright,34112,61819,F,38,,,,
17355,Yancy,141033,101905,F,41,,,,
17356,Ab,56219,145716,M,48,,,,
17357,Abbie,132508,40084,M,41,,,,
17358,Ada,47451,89679,M,41,,,,
17359,Adolfo,44450,139026,M,42,,,,
17360,Agnes,16465,124164,F,49,,,,
17361,Alan,62549,129273,F,36,,,,
17362,Alcide,70884,132867,M,42,,,,
17363,Alec,56409,141574,M,38,,,,
17364,Alejandro,111539,9345,F,36,,,,
17365,Alexis,125284,59842,F,43,,,,
17366,Alpha,104264,131769,M,33,,,,
17367,Alpheus,27095,78977,M,35,,,,
17368,Alto,92537,74825,F,39,,,,
17369,Alvia,85324,100573,M,27,,,,
17370,Arden,52205,112410,F,48,,,,
17371,Arlington,111541,58692,M,39,,,,
17372,Arnie,41917,3597,F,26,,,,
17373,Arvin,51037,140310,F,28,,,,
17374,Ballard,139682,116388,F,33,,,,
17375,Bee,79921,63808,F,46,,,,
17376,Benito,85185,70876,M,31,,,,
17377,Benjamen,372,96932,M,42,,,,
17378,Bessie,77662,62134,F,38,,,,
17379,Blair,89803,1348,F,36,,,,
17380,Blanche,70770,21425,M,28,,,,
17381,Bliss,94997,124041,M,31,,,,
17382,Bradley,51654,355,F,41,,,,
17383,Brady,99965,49654,M,44,,,,
17384,Cal,99435,106554,M,40,,,,
17385,Camille,74385,105524,F,33,,,,
17386,Cassie,84112,127796,F,35,,,,
17387,Cassius,54072,16806,F,48,,,,
17388,Catherine,110537,59349,M,40,,,,
17389,Charly,10481,56406,F,44,,,,
17390,Chin,71582,70558,F,38,,,,
17391,Clarke,118816,89294,F,42,,,,
17392,Claus,49971,52076,M,43,,,,
17393,Cleon,9528,89412,M,40,,,,
17394,Cooper,47852,79351,M,46,,,,
17395,Cullen,101046,84076,F,37,,,,
17396,Dell,142282,81343,M,29,,,,
17397,Delmer,80702,134788,M,32,,,,
17398,Dennie,127432,54535,M,31,,,,
17399,Dewey,119969,31646,M,33,,,,
17400,Diego,123183,11737,M,36,,,,
17401,Dionicio,15660,56310,M,49,,,,
17402,Dixie,72092,12787,M,48,,,,
17403,Dominic,132710,49791,F,46,,,,
17404,Dora,32379,64113,M,41,,,,
17405,Dorr,1696,66397,F,48,,,,
17406,Dow,25296,112042,M,47,,,,
17407,Duane,119875,129659,F,36,,,,
17408,Ebb,49694,3006,F,30,,,,
17409,Eber,83985,140217,F,39,,,,
17410,Edmon,90622,895,M,47,,,,
17411,Effie,23875,66378,F,36,,,,
17412,Ellie,7762,57884,M,38,,,,
17413,Elroy,143695,56538,M,33,,,,
17414,Elvis,7771,33672,F,47,,,,
17415,Estes,36556,85088,M,47,,,,
17416,Gabe,93886,62323,M,43,,,,
17417,Gilford,37043,87763,F,49,,,,
17418,Gottlieb,75743,29296,F,33,,,,
17419,Graves,145853,53308,F,38,,,,
17420,Gray,38677,40785,M,31,,,,
17421,Griffin,12012,54501,M,46,,,,
17422,Gussie,123312,52554,M,31,,,,
17423,Hardin,24588,52559,F,33,,,,
17424,Harlow,32540,82291,F,36,,,,
17425,Harman,1359,28817,F,47,,,,
17426,Hazel,93986,138808,F,38,,,,
17427,Hillery,90870,74517,M,39,,,,
17428,Humphrey,89525,35548,M,38,,,,
17429,Hurley,121139,95864,M,33,,,,
17430,Ignatius,139231,94318,M,44,,,,
17431,Jessee,105520,134673,M,45,,,,
17432,Jewel,75623,24456,F,31,,,,
17433,Jodie,44978,114398,F,35,,,,
17434,Lars,135993,44841,M,45,,,,
17435,Laurel,106313,145658,F,32,,,,
17436,Leeroy,24325,145827,F,44,,,,
17437,Lillard,113826,7201,M,39,,,,
17438,Lim,16569,24368,F,30,,,,
17439,Linton,112000,134290,M,30,,,,
17440,Ludwig,92083,78209,M,31,,,,
17441,Mabel,30582,36155,M,32,,,,
17442,Mac,116392,130003,M,34,,,,
17443,Mannie,127691,35385,F,39,,,,
17444,Mart,133329,128558,M,38,,,,
17445,Martha,15903,2639,M,39,,,,
17446,May,23040,142579,F,39,,,,
17447,Meyer,6039,85601,F,43,,,,
17448,Miner,63644,68508,F,47,,,,
17449,Montgomery,32101,109114,F,33,,,,
17450,Newell,57765,143555,M,43,,,,
17451,Noel,57808,121639,M,38,,,,
17452,Norbert,136661,50213,M,44,,,,
17453,Norwood,118932,94379,F,46,,,,
17454,Ocie,119051,116352,F,36,,,,
17455,Odis,56558,15930,F,45,,,,
17456,Okey,7949,102933,M,37,,,,
17457,Ola,43229,89564,F,36,,,,
17458,Olen,83101,41562,F,35,,,,
17459,Olie,114390,23832,F,30,,,,
17460,Orie,113675,90146,M,32,,,,
17461,Orr,75527,64849,M,43,,,,
17462,Osborn,74288,142058,F,44,,,,
17463,Ott,113958,97255,M,46,,,,
17464,Page,107297,10337,F,40,,,,
17465,Park,127305,83064,M,37,,,,
17466,Pembroke,14077,118578,F,43,,,,
17467,Perl,70241,86517,M,38,,,,
17468,Pleas,17589,12425,F,29,,,,
17469,Polk,68317,74697,F,44,,,,
17470,Prentiss,30115,124368,F,32,,,,
17471,Ran,59702,103823,F,44,,,,
17472,Raphael,70603,24416,M,30,,,,
17473,Rastus,104437,32586,F,29,,,,
17474,Reed,44076,10243,F,46,,,,
17475,Reinhold,67838,29701,M,46,,,,
17476,Robin,22971,107636,F,36,,,,
17477,Roe,44264,8567,F,44,,,,
17478,Rome,22502,92145,F,30,,,,
17479,Rosa,24011,51518,F,35,,,,
17480,Ruel,10973,56731,M,35,,,,
17481,Ruth,24742,28338,M,33,,,,
17482,Sammie,51580,72107,M,33,,,,
17483,Shed,38656,105350,M,33,,,,
17484,Solon,102204,129935,M,32,,,,
17485,Stacy,105835,58768,M,39,,,,
17486,Stonewall,113302,60374,M,41,,,,
17487,Sumner,56203,131471,M,38,,,,
17488,Tandy,3233,76295,F,35,,,,
17489,Terence,3749,100132,F,43,,,,
17490,Theodor,9558,44278,M,48,,,,
17491,Tip,45826,65176,M,39,,,,
17492,Todd,121761,50922,M,31,,,,
17493,Tolbert,82279,22992,F,34,,,,
17494,Unknown,8357,98285,M,35,,,,
17495,Walton,143858,58980,F,41,,,,
17496,Weaver,34172,121324,F,32,,,,
17497,Westley,110966,111665,F,28,,,,
17498,Wheeler,65841,84806,F,28,,,,
17499,Wilfrid,32862,29572,M,33,,,,
17500,Wilhelm,69943,80942,F,35,,,,
17501,Wirt,15382,52236,F,42,,,,
17502,Zed,88774,144309,F,37,,,,
17503,Mary,137700,48939,M,28,,,,
17504,Anna,23885,118315,M,30,,,,
17505,Elizabeth,85224,94033,M,29,,,,
17506,Emma,10250,71121,F,33,,,,
17507,Margaret,72484,42723,F,36,,,,
17508,Minnie,112857,51629,F,45,,,,
17509,Bertha,7484,136321,F,37,,,,
17510,Florence,22423,95823,M,43,,,,
17511,Ethel,43299,111005,M,36,,,,
17512,Bessie,91405,92920,M,31,,,,
17513,Clara,22580,62437,F,33,,,,
17514,Ida,21445,40227,F,46,,,,
17515,Alice,80945,29916,M,41,,,,
17516,Annie,18039,96106,M,35,,,,
17517,Grace,145818,53272,F,32,,,,
17518,Helen,115312,145187,F,36,,,,
17519,Mabel,13837,30538,F,33,,,,
17520,Ella,60879,6029,F,33,,,,
17521,Martha,105428,138395,F,35,,,,
17522,Sarah,31198,141107,F,47,,,,
17523,Nellie,141758,118605,F,44,,,,
17524,Edna,39507,59850,M,37,,,,
17525,Lillian,59690,23543,F,40,,,,
17526,Carrie,92900,2677,F,41,,,,
17527,Laura,36701,91798,F,34,,,,
17528,Pearl,46202,48308,F,45,,,,
17529,Rose,132236,57215,M,40,,,,
17530,Gertrude,85870,71978,M,41,,,,
17531,Edith,110141,56554,M,42,,,,
17532,Frances,67434,45456,F,35,,,,
17533,Cora,38104,52622,F,35,,,,
17534,Maude,36820,140809,F,43,,,,
17535,Louise,139198,81091,F,40,,,,
17536,Eva,60958,126417,M,45,,,,
17537,Myrtle,122392,138618,M,42,,,,
17538,Hattie,79900,31941,M,37,,,,
17539,Jennie,64247,95031,F,32,,,,
17540,Julia,137270,32845,F,47,,,,
17541,Mattie,30635,49885,M,36,,,,
17542,Marie,2490,55317,F,37,,,,
17543,Lillie,116358,125589,F,43,,,,
17544,Catherine,2107,39219,M,40,,,,
17545,Jessie,100914,49668,F,35,,,,
17546,Lula,99442,129379,M,48,,,,
17547,Lena,58464,11822,F,42,,,,
17548,Ada,133407,10708,M,38,,,,
17549,Elsie,90447,140821,M,48,,,,
17550,Agnes,122158,16379,M,35,,,,
17551,Josephine,67553,58933,M,40,,,,
17552,Fannie,109845,121719,M,48,,,,
17553,Lucy,46191,135340,M,35,,,,
17554,Blanche,44500,24763,F,46,,,,
17555,Mamie,43084,79696,F,39,,,,
17556,Dora,103388,93391,M,31,,,,
17557,Hazel,105598,62512,F,42,,,,
17558,Katherine,134304,93673,F,39,,,,
17559,Maggie,127137,31096,M,45,,,,
17560,Alma,95971,52942,F,46,,,,
17561,Ruth,20490,24486,M,44,,,,
17562,Mae,45916,58253,M,35,,,,
17563,Nora,140174,32615,M,35,,,,
17564,Rosa,108399,5138,F,35,,,,
17565,May,87102,1060,F,45,,,,
17566,Stella,103580,97967,M,40,,,,
17567,Effie,105537,141769,F,42,,,,
17568,Irene,39802,17793,M,43,,,,
17569,Nettie,37805,76015,F,37,,,,
17570,Ellen,67203,2072,M,34,,,,
17571,Sadie,89706,133008,M,40,,,,
17572,Sallie,58872,99458,F,35,,,,
17573,Della,71847,135163,M,35,,,,
17574,Susie,13182,145150,F,46,,,,
17575,Daisy,10652,98502,F,45,,,,
17576,Viola,36612,103961,M,40,,,,
17577,Lizzie,79877,131716,M,31,,,,
17578,Nancy,10606,14178,F,31,,,,
17579,Esther,8891,2623,M,46,,,,
17580,Flora,32930,49017,F,37,,,,
17581,Willie,88346,124565,M,36,,,,
17582,Katie,116218,55845,M,42,,,,
17583,Lottie,128475,1458,F,40,,,,
17584,Etta,137211,81499,F,49,,,,
17585,Mildred,404,12479,M,43,,,,
17586,Georgia,4952,36067,F,39,,,,
17587,Lydia,51112,3243,F,31,,,,
17588,Maud,82285,76403,F,38,,,,
17589,Olive,51811,8120,M,43,,,,
17590,Charlotte,108227,79112,F,45,,,,
17591,Caroline,115869,89527,F,49,,,,
17592,Emily,94392,136465,F,43,,,,
17593,Addie,67664,132500,F,35,,,,
17594,Jane,2766,97474,F,44,,,,
17595,Kathryn,19609,53865,F,33,,,,
17596,Ruby,72344,107626,F,35,,,,
17597,Beulah,130486,11755,F,38,,,,
17598,Ollie,22104,112295,M,29,,,,
17599,Amanda,69392,145091,F,30,,,,
17600,Pauline,68053,30389,F,39,,,,
17601,Harriet,92844,4803,F,31,,,,
17602,Virginia,2143,37385,F,32,,,,
17603,Theresa,89712,51133,M,37,,,,
17604,Mollie,8486,129749,M,43,,,,
17605,Dorothy,122911,81092,F,43,,,,
17606,Nannie,65322,106977,M,43,,,,
17607,Lulu,104465,66585,M,34,,,,
17608,Susan,69381,120889,F,40,,,,
17609,Kate,130381,129529,M,38,,,,
17610,Amelia,78587,88027,M,36,,,,
17611,Henrietta,42083,94898,M,42,,,,
17612,Eliza,2465,136310,F,45,,,,
17613,Rebecca,22046,10416,F,32,,,,
17614,Matilda,96763,27780,M,30,,,,
17615,Ora,32824,31158,M,30,,,,
17616,Marion,117956,40616,M,33,,,,
17617,Belle,136235,51405,M,31,,,,
17618,Beatrice,136071,61488,M,31,,,,
17619,Gladys,66849,59823,F,32,,,,
17620,Leona,51328,25033,F,33,,,,
17621,Lola,102127,80364,M,31,,,,
17622,Nina,40019,65450,M,31,,,,
17623,Estella,7877,108598,F,31,,,,
17624,Iva,114632,83479,F,31,,,,
17625,Ann,89196,125899,F,32,,,,
17626,Hannah,32401,2405,F,33,,,,
17627,Sara,62365,120800,M,29,,,,
17628,Anne,50645,35690,F,30,,,,
17629,Lela,21138,13187,M,29,,,,
17630,Eleanor,25118,70221,M,30,,,,
17631,Rachel,57044,90704,M,30,,,,
17632,Estelle,67842,54174,F,30,,,,
17633,Augusta,128303,70779,F,30,,,,
17634,Vera,57246,14568,F,30,,,,
17635,Goldie,95279,38694,M,30,,,,
17636,Josie,49653,123556,F,31,,,,
17637,Barbara,83790,122211,F,33,,,,
17638,Sophia,17610,83036,F,29,,,,
17639,Mayme,37065,76225,F,30,,,,
17640,Maria,27855,35576,F,29,,,,
17641,Evelyn,68879,80279,M,34,,,,
17642,Amy,13153,131059,F,35,,,,
17643,Marguerite,94592,85300,M,39,,,,
17644,Inez,145298,119894,M,45,,,,
17645,Essie,134997,119046,M,44,,,,
17646,Allie,30443,20102,F,38,,,,
17647,Eula,88049,81671,M,36,,,,
17648,Hilda,91130,17831,M,37,,,,
17649,Alta,6824,6243,M,42,,,,
17650,Betty,23359,118545,M,47,,,,
17651,Millie,53310,106123,M,41,,,,
17652,Rosie,128395,22391,M,41,,,,
17653,Mable,73086,96913,F,43,,,,
17654,Victoria,64879,65233,M,46,,,,
17655,Ina,78376,3525,F,41,,,,
17656,Janie,78514,89258,F,40,,,,
17657,Delia,47251,51733,M,44,,,,
17658,Ola,133804,85719,M,40,,,,
17659,Celia,47515,66216,M,39,,,,
17660,Callie,72188,79512,F,44,,,,
17661,Nell,55335,52313,F,42,,,,
17662,Flossie,63602,144965,M,49,,,,
17663,Birdie,10485,33039,M,46,,,,
17664,Eunice,41364,78247,F,40,,,,
17665,Bertie,4433,31288,M,47,,,,
17666,Lucille,75358,56326,F,48,,,,
17667,Winifred,143384,138721,F,41,,,,
17668,Olga,122940,131501,F,30,,,,
17669,Rena,145859,76284,M,41,,,,
17670,Luella,143558,128218,M,44,,,,
17671,Sophie,108028,81536,M,39,,,,
17672,Christine,124975,64079,F,40,,,,
17673,Leila,19650,103063,M,46,,,,
17674,Bettie,59520,141644,F,35,,,,
17675,Lou,142453,20431,M,37,,,,
17676,Sylvia,59842,59832,M,48,,,,
17677,Verna,112166,24410,F,35,,,,
17678,Bess,75879,113630,F,47,,,,
17679,Bernice,80317,69300,M,37,,,,
17680,Loretta,26107,48199,F,34,,,,
17681,Frieda,48713,103554,M,35,,,,
17682,Genevieve,137432,26873,F,47,,,,
17683,Tillie,79294,125122,M,40,,,,
17684,Isabelle,124246,143119,M,36,,,,
17685,Louisa,103119,71051,F,35,,,,
17686,Alberta,36448,12519,F,35,,,,
17687,Jean,3755,11703,M,34,,,,
17688,Violet,30252,122079,M,35,,,,
17689,Isabel,125082,45994,M,40,,,,
17690,Winnie,85247,72674,M,41,,,,
17691,Sally,95113,43774,M,42,,,,
17692,Selma,74904,102861,F,43,,,,
17693,Abbie,30411,82882,M,44,,,,
17694,Roxie,70310,58993,M,42,,,,
17695,Myra,2534,3821,F,38,,,,
17696,Dollie,121608,109996,M,44,,,,
17697,Mathilda,54354,6537,M,41,,,,
17698,Rhoda,21471,63354,M,41,,,,
17699,Adeline,120751,120319,F,46,,,,
17700,Elva,84791,10149,M,43,,,,
17701,Lelia,19836,115432,M,49,,,,
17702,Hulda,109583,129354,M,43,,,,
17703,Jeanette,42059,105064,M,35,,,,
17704,Lilly,52481,10787,M,37,,,,
17705,Carolyn,60659,7286,F,41,,,,
17706,Hettie,115249,51044,M,34,,,,
17707,Irma,16807,80993,F,34,,,,
17708,Lois,56195,142123,M,33,,,,
17709,Gussie,106409,97180,M,34,,,,
17710,Harriett,93238,48851,F,34,,,,
17711,Johanna,2725,95548,M,43,,,,
17712,Leah,75857,84722,F,36,,,,
17713,Marjorie,144158,43162,M,44,,,,
17714,Sue,131212,16155,F,30,,,,
17715,Adele,47295,35453,F,50,,,,
17716,Cornelia,34430,102528,F,50,,,,
17717,Christina,127349,63957,F,51,,,,
17718,Cecelia,133751,96174,F,50,,,,
17719,Hester,59108,143702,F,51,,,,
17720,Virgie,99253,6432,F,50,,,,
17721,Teresa,138317,101067,F,36,,,,
17722,Zella,23687,100434,F,50,,,,
17723,Geneva,65502,20635,M,50,,,,
17724,Jeannette,133825,40558,F,49,,,,
17725,Katharine,62513,3135,M,50,,,,
17726,Lora,134840,89708,F,53,,,,
17727,Lenora,58037,126648,M,61,,,,
17728,Nelle,34627,23282,F,51,,,,
17729,Mina,52065,32703,F,51,,,,
17730,Helena,91582,114078,F,51,,,,
17731,Lily,50005,33054,F,54,,,,
17732,Norma,138399,123531,F,58,,,,
17733,Frankie,34794,1396,M,60,,,,
17734,Meta,60286,118390,F,56,,,,
17735,Adelaide,145096,130328,F,58,,,,
17736,Cecilia,25893,87185,M,50,,,,
17737,Elma,30593,78831,F,52,,,,
17738,Lucinda,129284,136048,M,53,,,,
17739,Freda,21886,49008,F,59,,,,
17740,Linnie,145156,94824,F,55,,,,
17741,Lucile,131774,104455,F,70,,,,
17742,Hallie,125060,81928,M,63,,,,
17743,Naomi,62489,39770,M,53,,,,
17744,Marian,44756,83060,M,61,,,,
17745,Regina,54309,46554,F,56,,,,
17746,Gertie,2964,121148,F,56,,,,
17747,Lura,132592,109229,F,58,,,,
17748,Lettie,77702,29529,F,54,,,,
17749,Francis,31003,120702,F,50,,,,
17750,Lila,38015,72008,M,52,,,,
17751,Wilhelmina,58174,47427,M,55,,,,
17752,Elsa,126388,7488,M,61,,,,
17753,Mittie,118001,114551,F,54,,,,
17754,Lida,122430,23097,M,55,,,,
17755,Erma,123918,63012,F,50,,,,
17756,Elnora,106067,107582,M,53,,,,
17757,Cassie,66041,28696,M,51,,,,
17758,Cecile,57833,128012,F,54,,,,
17759,Claudia,20448,22417,M,61,,,,
17760,Ophelia,40467,58250,M,52,,,,
17761,Madeline,44563,18170,M,62,,,,
17762,Minerva,82138,75066,M,55,,,,
17763,Dessie,91554,63172,M,64,,,,
17764,Fern,38273,55051,F,56,,,,
17765,Juanita,98178,96159,M,52,,,,
17766,Linda,34855,24443,F,56,,,,
17767,Madge,32007,16915,F,55,,,,
17768,Vivian,68485,18628,F,53,,,,
17769,Fanny,15242,35074,M,62,,,,
17770,Lorena,29598,136181,F,53,,,,
17771,Roberta,21714,93350,M,53,,,,
17772,Claire,7164,106247,F,60,,,,
17773,Malinda,78783,142208,F,58,,,,
17774,Pearlie,69289,141922,M,58,,,,
17775,Ivy,48280,81020,M,54,,,,
17776,Leola,78392,145037,F,58,,,,
17777,Myrtie,86154,14293,M,53,,,,
17778,Olivia,8856,104837,M,55,,,,
17779,Alvina,125965,115568,M,59,,,,
17780,Bonnie,116874,75920,M,61,,,,
17781,Eugenia,78616,25381,M,60,,,,
17782,Corinne,35821,135167,M,66,,,,
17783,Lessie,38313,16196,F,64,,,,
17784,Margie,112470,33321,M,58,,,,
17785,Nona,116797,94544,M,55,,,,
17786,Janet,43362,122807,M,62,,,,
17787,Maudie,23432,144190,F,46,,,,
17788,Kathleen,3581,52330,M,64,,,,
17789,Velma,68239,48903,F,58,,,,
17790,Antoinette,63055,24210,F,27,,,,
17791,Belva,72743,5163,F,38,,,,
17792,Catharine,10592,19551,M,29,,,,
17793,Emilie,78935,22307,F,24,,,,
17794,Gracie,143504,56977,M,51,,,,
17795,Oma,4662,55927,M,51,,,,
17796,Phoebe,17099,33204,F,54,,,,
17797,Fay,28868,517,F,54,,,,
17798,Miriam,2128,4130,M,23,,,,
17799,Cleo,39887,62767,F,24,,,,
17800,Dovie,128187,125715,M,23,,,,
17801,Isabella,101517,16339,M,24,,,,
17802,Letha,27515,127641,M,23,,,,
17803,Neva,134332,28127,M,24,,,,
17804,Rosalie,102495,139289,M,28,,,,
17805,Blanch,1313,43625,M,27,,,,
17806,Chloe,57237,62764,M,30,,,,
17807,Lee,121464,3212,M,35,,,,
17808,Mabelle,23565,13853,F,23,,,,
17809,Rosetta,139606,100333,M,24,,,,
17810,Dolly,38962,142909,F,24,,,,
17811,Orpha,91405,112147,M,24,,,,
17812,Polly,67895,22476,M,22,,,,
17813,Anita,118058,125068,M,22,,,,
17814,Elvira,88299,112541,F,24,,,,
17815,Veronica,62708,76277,M,22,,,,
17816,Cynthia,114341,54475,F,23,,,,
17817,Mandy,40913,71482,F,23,,,,
17818,Ona,105069,133833,M,24,,,,
17819,Angeline,5406,68934,M,24,,,,
17820,Johnnie,67399,92500,F,25,,,,
17821,Pearle,133962,77788,M,25,,,,
17822,Faye,19747,87025,F,25,,,,
17823,Leota,131332,25297,M,24,,,,
17824,Lilla,99789,97083,F,25,,,,
17825,Lona,10034,98420,M,25,,,,
17826,Priscilla,12388,83036,M,25,,,,
17827,Doris,16928,90214,M,25,,,,
17828,Georgie,42569,139412,F,23,,,,
17829,Cordelia,107447,94408,F,25,,,,
17830,Kittie,122791,69503,F,25,,,,
17831,Nola,110063,131429,M,26,,,,
17832,Sudie,51531,61637,M,24,,,,
17833,Artie,97596,94723,M,24,,,,
17834,Floy,96024,36033,F,25,,,,
17835,John,48805,16968,F,25,,,,
17836,Opal,23224,22045,F,26,,,,
17837,Rita,56165,84591,F,24,,,,
17838,Vida,86545,664,M,25,,,,
17839,Angie,38646,134035,M,25,,,,
17840,Lyda,87181,103322,M,26,,,,
17841,Octavia,51984,125706,M,23,,,,
17842,Vesta,55995,33923,M,23,,,,
17843,June,98802,108745,F,24,,,,
17844,Louella,13055,8819,M,26,,,,
17845,Ila,93249,105037,M,26,,,,
17846,Maybelle,128958,49867,M,22,,,,
17847,Pansy,117158,36770,F,26,,,,
17848,Rae,57345,32474,F,26,,,,
17849,Alpha,7375,134830,M,27,,,,
17850,Charity,75125,115128,M,27,,,,
17851,Dona,132941,79226,M,28,,,,
17852,Edythe,98472,20272,F,26,,,,
17853,Ernestine,62003,16115,M,26,,,,
17854,Evie,1727,142610,F,26,,,,
17855,Isabell,66008,63900,M,27,,,,
17856,Margret,97030,98084,F,27,,,,
17857,Nan,115977,46044,F,28,,,,
17858,Annette,66334,50464,F,25,,,,
17859,Bell,65339,28684,F,26,,,,
17860,Iola,79360,111184,M,27,,,,
17861,James,139126,16353,F,25,,,,
17862,Lina,36766,53581,F,28,,,,
17863,Zula,16058,31797,M,26,,,,
17864,Antonia,103623,20251,F,26,,,,
17865,Jannie,35817,81629,M,27,,,,
17866,Mazie,66981,103355,M,28,,,,
17867,Tessie,99061,29014,M,26,,,,
17868,Clare,82283,121800,M,28,,,,
17869,Constance,134215,48575,M,28,,,,
17870,Muriel,28344,27662,F,28,,,,
17871,Adelia,43489,140110,M,28,,,,
17872,Pattie,126321,103552,F,28,,,,
17873,William,97500,69336,F,28,,,,
17874,Zoe,7296,94450,F,29,,,,
17875,Zora,40094,138050,M,30,,,,
17876,Audrey,119306,12526,M,30,,,,
17877,Ava,5646,125527,M,30,,,,
17878,Ellie,92984,98596,M,27,,,,
17879,Leonora,83937,78938,M,28,,,,
17880,Leta,95931,98754,M,27,,,,
17881,Magdalena,108041,106637,M,27,,,,
17882,Eda,62672,77985,M,27,,,,
17883,Florida,120687,56746,F,28,,,,
17884,Geraldine,89134,39881,M,23,,,,
17885,Leora,81126,84213,M,26,,,,
17886,Melissa,100273,128377,M,26,,,,
17887,Melvina,118390,99622,M,28,,,,
17888,Tina,98708,101781,F,29,,,,
17889,Bridget,74986,46540,M,33,,,,
17890,Helene,115192,68507,M,29,,,,
17891,Mellie,97328,9958,F,28,,,,
17892,Pinkie,138184,22187,F,29,,,,
17893,Tena,29123,55727,F,29,,,,
17894,Vina,65439,77185,M,30,,,,
17895,Willa,1894,4686,M,27,,,,
17896,Adah,20090,96887,F,28,,,,
17897,Berta,28706,124737,F,27,,,,
17898,Dena,49688,37414,F,27,,,,
17899,Dixie,75489,101428,F,27,,,,
17900,Dorothea,47946,79860,M,28,,,,
17901,Hanna,13814,136745,F,28,,,,
17902,Lauretta,26744,105015,M,28,,,,
17903,Lavina,92481,129967,F,28,,,,
17904,Rosella,124027,54275,F,29,,,,
17905,Angelina,26450,62546,F,29,,,,
17906,Donna,94661,19804,M,30,,,,
17907,Hilma,94840,20947,M,28,,,,
17908,Joanna,109466,144822,M,32,,,,
17909,Marietta,17798,16423,F,34,,,,
17910,Missouri,42916,102816,F,25,,,,
17911,Molly,114437,9190,F,28,,,,
17912,Savannah,38913,107394,M,38,,,,
17913,Wilma,65367,76895,M,44,,,,
17914,Zelma,144601,75627,M,33,,,,
17915,Aline,99636,91753,F,40,,,,
17916,Aurelia,33253,60684,M,32,,,,
17917,Cecil,7475,17573,M,34,,,,
17918,George,140846,54456,F,32,,,,
17919,Hortense,75120,76059,M,33,,,,
17920,Jimmie,103901,80611,M,25,,,,
17921,Winnifred,4411,63403,F,25,,,,
17922,Bennie,99732,7519,F,29,,,,
17923,Besse,85923,115353,F,49,,,,
17924,Ethyl,45108,90158,M,36,,,,
17925,Golda,46803,98623,M,44,,,,
17926,Lucretia,233,22244,F,38,,,,
17927,Clyde,94320,135647,F,40,,,,
17928,Eloise,125831,108734,M,44,,,,
17929,Erna,26126,36115,F,30,,,,
17930,Georgianna,39877,95212,M,31,,,,
17931,Hedwig,113121,57238,M,31,,,,
17932,Lucia,106389,29956,F,32,,,,
17933,Agatha,77953,134700,F,32,,,,
17934,Angela,124747,47618,M,34,,,,
17935,Elisabeth,59860,97220,F,45,,,,
17936,Elise,27219,128859,F,37,,,,
17937,Emelia,164,130020,M,37,,,,
17938,Marcella,12605,110661,M,35,,,,
17939,Reba,119007,116745,F,40,,,,
17940,Una,47346,86746,F,33,,,,
17941,Alva,58048,16686,M,44,,,,
17942,Ettie,70347,137236,M,32,,,,
17943,Mona,62458,88816,M,30,,,,
17944,Shirley,102988,95810,F,35,,,,
17945,Bella,46904,43717,M,42,,,,
17946,Iona,133993,43760,F,45,,,,
17947,Lenore,133737,114453,F,43,,,,
17948,Louie,73987,83828,M,36,,,,
17949,Ludie,126675,39552,M,37,,,,
17950,Minna,43847,3736,F,49,,,,
17951,Retta,134195,43097,F,43,,,,
17952,Sena,14713,38005,M,36,,,,
17953,Dolores,127482,28024,F,43,,,,
17954,Libbie,71301,44113,M,46,,,,
17955,Lue,60816,18206,F,39,,,,
17956,Mallie,6545,52103,M,41,,,,
17957,Vernie,57767,33272,M,45,,,,
17958,Vinnie,129935,5811,F,39,,,,
17959,Zona,47995,136795,M,32,,,,
17960,Clementine,56567,68640,F,33,,,,
17961,Cordie,142770,61144,M,34,,,,
17962,Inga,127020,118970,M,32,,,,
17963,Jettie,135486,11347,M,48,,,,
17964,Lennie,74348,47627,F,32,,,,
17965,Lonie,59609,37389,M,45,,,,
17966,Manda,47637,132974,M,49,,,,
17967,Mertie,2818,36720,F,31,,,,
17968,Phyllis,54459,42856,M,32,,,,
17969,Ray,97328,20206,M,34,,,,
